iter   avgS    lowS%    avgR     lowR      avgC      noC
936 29724.84 0.3707673 29724.84 14715.17 64879.76 0
937 27414.09 0.3506887 27414.09 13918.28 44240.27 0
938 31477.07 0.3988185 31477.07 15828.47 57375.4 1
939 27826.43 0.2769582 27826.43 10992.03 60362.28 0
940 30608.55 0.486079 30608.55 19291.7 71663.47 0
941 28174.53 0.4522476 28174.53 17948.99 46449.1 0
942 30507.19 0.4215535 30507.19 16730.79 61606.69 0
943 26697.51 0.4079356 26697.51 16190.32 33222.33 0
944 28601.74 0.3043437 28601.74 12078.92 55204.84 1
945 29784.11 0.4390512 29784.11 17425.25 48538.3 0
946 28219.08 0.3968666 28219.08 15751 45707.76 0
947 28816.17 0.3741746 28816.17 14850.4 47089.52 0
948 29627.51 0.4472049 29627.51 17748.85 41785.43 0
949 31003.86 0.3970805 31003.86 15759.49 58566.63 0
950 28022.78 0.3402313 28022.78 13503.24 50796.76 0
951 31363.37 0.456341 31363.37 18111.45 54173.39 1
952 26456.14 0.3979592 26456.14 15794.37 46402.24 1
953 29935.55 0.3849428 29935.55 15277.77 53143.31 0
954 32793.07 0.4600209 32793.07 18257.5 53806.37 0
955 34513.22 0.4782504 34513.22 18981 75313.17 0
956 26097.4 0.3442242 26097.4 13661.71 47121.78 0
957 33503.79 0.3878882 33503.79 15394.67 58466 0
958 25075.98 0.281516 25075.98 11172.92 28965.93 0
959 28156.67 0.427633 28156.67 16972.08 44561.44 0
960 30442.32 0.4506362 30442.32 17885.03 62730.46 0
961 29064.24 0.3524972 29064.24 13990.05 56177.9 0
962 25279.33 0.3379936 25279.33 13414.43 37393.61 0
963 30983.01 0.4060098 30983.01 16113.89 49528.16 0
964 26392.13 0.3131936 26392.13 12430.16 46876.02 0
965 32008.86 0.2714842 32008.86 10774.78 59544.5 0
966 36172 0.3732576 36172 14814 64631.46 0
967 27892.33 0.2893107 27892.33 11482.28 52390.63 0
968 34436.33 0.4891597 34436.33 19413.97 62209.07 0
969 28923.25 0.3460506 28923.25 13734.2 51471.31 0
970 27243.9 0.3609479 27243.9 14325.45 44454.18 1
971 30339.09 0.421006 30339.09 16709.06 46668.21 0
972 29912.07 0.5005276 29912.07 19865.14 47865.8 0
973 26745.96 0.3336938 26745.96 13243.78 36992.82 0
974 29664.71 0.2545487 29664.71 10102.63 40373.24 1
975 29760.11 0.3695609 29760.11 14667.29 46251.81 0
976 27750.63 0.4183167 27750.63 16602.33 45965.59 0
977 28463.6 0.4327568 28463.6 17175.43 55594.57 0
978 24848.47 0.4396873 24848.47 17450.49 42413.92 0
979 31863.91 0.4814306 31863.91 19107.22 58069.14 0
980 27344.24 0.3729469 27344.24 14801.67 45540.76 0
981 28535.57 0.38225 28535.57 15170.9 53513.94 0
982 27401.33 0.3712643 27401.33 14734.89 51002.63 0
983 27732.86 0.2963112 27732.86 11760.12 42873.92 1
984 28423.67 0.3422023 28423.67 13581.46 53150.63 0
985 27610.49 0.3951622 27610.49 15683.36 43563.94 0
986 28876.55 0.3487481 28876.55 13841.26 43162.38 0
987 29464.76 0.4194585 29464.76 16647.64 62299.93 0
988 31050.46 0.4554213 31050.46 18074.95 43316.5 2
989 31666.69 0.3981316 31666.69 15801.21 48794.25 0
990 28012.21 0.4074796 28012.21 16172.22 50532.85 0
991 35825.62 0.4679001 35825.62 18570.21 69419.34 0
992 26733.23 0.4197178 26733.23 16657.93 35432.26 0
993 29302.58 0.453764 29302.58 18009.17 51423.03 0
994 31327.55 0.4502067 31327.55 17867.99 65744.7 0
995 26289.27 0.3520656 26289.27 13972.92 45754.42 0
996 26757.95 0.3622585 26757.95 14377.46 53022.15 0
997 31642.69 0.4450486 31642.69 17663.27 56330.94 0
998 28949.08 0.4172877 28949.08 16561.49 45985.07 0
999 25527.3 0.3796042 25527.3 15065.89 49785.09 0
1000 28834.67 0.4363696 28834.67 17318.81 56167.26 0
